"humidity","cloudiness","wind_speed","weather_description","length_in_meters","current_luminosity","delay_in_seconds","description"
0.6976744186046511,-1.0,-1.0,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.8372093023255811,-1.0,-1.0,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
1.0,-1.0,-0.8461538461538461,-0.5555555555555556,-0.8801276207839561,-1.0,-1.0,-0.7142857142857143
0.8372093023255811,-1.0,-1.0,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.8372093023255811,-1.0,-0.8461538461538461,-0.5555555555555556,-0.8801276207839561,-1.0,-1.0,-0.7142857142857143
0.8372093023255811,-1.0,-0.8461538461538461,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.8372093023255811,-1.0,-1.0,-0.5555555555555556,-0.8801276207839561,-1.0,-1.0,-0.7142857142857143
1.0,-1.0,-1.0,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
0.48837209302325557,-0.48,-0.5384615384615384,-0.4444444444444444,-0.9086144029170464,0.0,-0.9373368146214099,-0.7142857142857143
0.3720930232558137,-1.0,-0.6923076923076923,-0.5555555555555556,-0.982680036463081,1.0,-1.0,-0.7142857142857143
0.2790697674418603,-1.0,-0.6923076923076923,-0.5555555555555556,-0.9416590701914311,1.0,-0.886858137510879,-0.4285714285714286
0.16279069767441845,-1.0,-0.5384615384615384,-0.5555555555555556,-0.982680036463081,1.0,-1.0,-0.7142857142857143
0.06976744186046502,-1.0,-0.3846153846153846,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
-2.220446049250313E-16,-1.0,-0.3846153846153846,-0.5555555555555556,-0.982680036463081,1.0,-1.0,-0.7142857142857143
-0.06976744186046524,-1.0,-0.3846153846153846,-0.5555555555555556,-0.9393801276207838,1.0,-0.886858137510879,-0.4285714285714286
-0.13953488372093048,-1.0,-0.3846153846153846,-0.5555555555555556,-0.9621695533272561,1.0,-1.0,-0.7142857142857143
-0.2325581395348839,-1.0,-0.23076923076923073,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
-0.2790697674418605,-1.0,-0.07692307692307687,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
-2.220446049250313E-16,-1.0,-0.6923076923076923,-0.5555555555555556,-0.90975387420237,1.0,-0.7893820713664056,-1.0
0.09302325581395343,-1.0,-0.5384615384615384,-0.5555555555555556,-0.982680036463081,0.0,-1.0,-0.7142857142857143
0.2790697674418603,-1.0,-0.8461538461538461,-0.5555555555555556,-0.8801276207839561,-1.0,-1.0,-0.7142857142857143
0.48837209302325557,-1.0,-0.8461538461538461,-0.5555555555555556,-0.8801276207839561,-1.0,-1.0,-0.7142857142857143
0.7209302325581395,-1.0,-1.0,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.6046511627906974,-1.0,-1.0,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.48837209302325557,-0.48,-0.5384615384615384,-0.4444444444444444,-0.9086144029170464,0.0,-0.9373368146214099,-0.7142857142857143
0.7209302325581395,-1.0,-0.8461538461538461,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.6046511627906974,-1.0,-1.0,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.8372093023255811,-1.0,-0.8461538461538461,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.8372093023255811,-1.0,-1.0,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.8372093023255811,-1.0,-1.0,-0.5555555555555556,-0.8801276207839561,0.0,-1.0,-0.7142857142857143
1.0,-1.0,-1.0,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
0.3720930232558137,-1.0,-0.8461538461538461,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
0.18604651162790686,-1.0,-0.6923076923076923,-0.5555555555555556,-0.982680036463081,1.0,-1.0,-0.7142857142857143
0.48837209302325557,-0.48,-0.5384615384615384,-0.4444444444444444,-0.9086144029170464,0.0,-0.9373368146214099,-0.7142857142857143
-0.32558139534883734,-1.0,-0.6923076923076923,-0.5555555555555556,-0.9257064721969006,1.0,-0.8328981723237598,-1.0
0.18604651162790686,-1.0,-0.6923076923076923,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
0.09302325581395343,-1.0,-0.6923076923076923,-0.5555555555555556,-0.982680036463081,1.0,-1.0,-0.7142857142857143
0.09302325581395343,-1.0,-0.6923076923076923,-0.5555555555555556,-0.982680036463081,1.0,-1.0,-0.7142857142857143
0.09302325581395343,-1.0,-0.6923076923076923,-0.5555555555555556,-0.9621695533272561,1.0,-0.8285465622280244,-1.0
-0.2093023255813955,-1.0,-0.3846153846153846,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
-0.2093023255813955,-1.0,-0.3846153846153846,-0.5555555555555556,-0.9530537830446671,1.0,-1.0,-0.7142857142857143
-0.37209302325581406,-1.0,-0.3846153846153846,-0.5555555555555556,-0.9553327256153145,1.0,-0.6849434290687555,-1.0
-0.37209302325581406,-1.0,-0.5384615384615384,-0.5555555555555556,-0.9211485870556061,1.0,-0.8572671888598782,-0.4285714285714286
-0.32558139534883734,-1.0,-0.5384615384615384,-0.5555555555555556,-0.982680036463081,1.0,-1.0,-0.7142857142857143
-0.2093023255813955,-1.0,-0.6923076923076923,-0.5555555555555556,-0.9621695533272561,0.0,-0.8842471714534378,-0.4285714285714286
-0.2093023255813955,-1.0,-0.6923076923076923,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.09302325581395343,-1.0,-0.6923076923076923,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.2790697674418603,-1.0,-0.8461538461538461,-0.5555555555555556,-0.8801276207839561,-1.0,-1.0,-0.7142857142857143
0.09302325581395343,-1.0,-0.8461538461538461,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.3720930232558137,-1.0,-1.0,-0.5555555555555556,-0.8801276207839561,-1.0,-1.0,-0.7142857142857143
0.48837209302325557,-1.0,-0.8461538461538461,-0.5555555555555556,-0.8801276207839561,-1.0,-1.0,-0.7142857142857143
0.6046511627906974,-1.0,-1.0,-0.5555555555555556,-0.8801276207839561,-1.0,-1.0,-0.7142857142857143
0.7209302325581395,-1.0,-0.8461538461538461,-0.5555555555555556,-0.8801276207839561,-1.0,-1.0,-0.7142857142857143
0.6046511627906974,-1.0,-0.6923076923076923,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.3720930232558137,-1.0,-0.6923076923076923,-0.5555555555555556,-0.982680036463081,-1.0,-1.0,-0.7142857142857143
0.09302325581395343,-1.0,-0.5384615384615384,-0.5555555555555556,0.31631722880583424,1.0,-0.6788511749347259,-0.1428571428571429
-2.220446049250313E-16,-1.0,-0.6923076923076923,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
-0.04651162790697683,-1.0,-0.5384615384615384,-0.5555555555555556,-0.9325432999088422,1.0,-0.885987815491732,-1.0
0.09302325581395343,-1.0,-0.6923076923076923,-0.5555555555555556,-0.9621695533272561,1.0,-1.0,-0.7142857142857143
-0.11627906976744207,-1.0,-0.8461538461538461,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
0.02325581395348819,-1.0,-0.3846153846153846,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
0.18604651162790686,-1.0,-0.3846153846153846,-0.5555555555555556,-0.982680036463081,1.0,-1.0,-0.7142857142857143
0.18604651162790686,-1.0,-0.5384615384615384,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
-0.2558139534883723,-1.0,-0.8461538461538461,-0.5555555555555556,-0.8801276207839561,1.0,-1.0,-0.7142857142857143
-0.04651162790697683,-1.0,-0.6923076923076923,-0.5555555555555556,-0.9530537830446671,1.0,-1.0,-0.7142857142857143
